model,feature,layer,train_lang,test_lang,accuracy,accuracy_std,macro_f1,macro_f1_std,majority,majority_std,majority_acc,majority_acc_std,n,n_classes,n_splits
xlsr300m,nasal,8,es_419,de_de,0.8742469879518072,0.0031618535531555167,0.6959035781131092,0.006407638784606937,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,manner,8,en_us,de_de,0.5936668067815609,0.006192986234453475,0.47591369247393167,0.007959943224970536,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,manner,8,en_us,es_419,0.5339359583269496,0.006895987390487398,0.5267438357932718,0.01818979066273723,0.10087076076993584,0.0013520723123553098,0.33721464685153973,0.006049891341806822,6527,5,1
xlsr300m,manner,8,de_de,en_us,0.5601532567049808,0.007029925474342285,0.4506431544853113,0.006660877744618438,0.08658060642449715,0.001483798615682467,0.27624521072796937,0.006037145614507709,5220,5,1
xlsr300m,manner,8,de_de,es_419,0.4878198253408917,0.006701274238833823,0.40857252582300907,0.01170460119311916,0.08141549725442343,0.0013411511977125601,0.25555385322506513,0.005279043942422431,6527,5,1
xlsr300m,manner,8,es_419,en_us,0.5609195402298851,0.006739864374632125,0.525278997433199,0.009355238996436527,0.09712793733681462,0.001587246901078722,0.32068965517241377,0.0069298461966577525,5220,5,1
xlsr300m,manner,8,es_419,de_de,0.5343982065293541,0.0060761462814230074,0.4256270906643721,0.006340387989452033,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,place,8,en_us,de_de,0.7253748073420204,0.004679157765737012,0.6695856706434204,0.0056228037257396455,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,place,8,en_us,es_419,0.7717174812318064,0.004954751427579734,0.6841046004643513,0.006970654913262874,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,8,de_de,en_us,0.7145593869731801,0.005937803588046136,0.6452352305395103,0.006627342381134832,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,8,de_de,es_419,0.5771411061743527,0.0062487686816130915,0.532221974755563,0.006284519792999073,0.27444264166816895,0.0012693774536372286,0.6997089014861345,0.005501835081916693,6527,3,1
xlsr300m,place,8,es_419,en_us,0.753256704980843,0.005623667470356771,0.6780233005889271,0.007189230679603981,0.2707622298065984,0.001342318957935745,0.6839080459770115,0.005707973594186437,5220,3,1
xlsr300m,place,8,es_419,de_de,0.6704497688104245,0.005167828602481254,0.593949737527792,0.006407720010492002,0.2442964935641367,0.001615195904702609,0.5783942833123161,0.006034057313963319,7137,3,1
xlsr300m,voicing,10,en_us,de_de,0.7432617633622659,0.006028627687931791,0.722481344125317,0.006561418942290531,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,voicing,10,en_us,es_419,0.6970474967907574,0.007823456769957623,0.6729633373977215,0.008075639784554334,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,10,de_de,en_us,0.7057364341085272,0.007659284898313709,0.6885298188154949,0.008007049472933209,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,10,de_de,es_419,0.6734274711168164,0.007508670379932753,0.6480971659919028,0.007965077664297795,0.40324804657576224,0.0024389459408899012,0.6757381258023106,0.006853177403797035,3895,2,1
xlsr300m,voicing,10,es_419,en_us,0.6924031007751938,0.007963172248097452,0.6640433089255771,0.008217354230433944,0.37024018746338605,0.0034718443582908943,0.587906976744186,0.00875642883662027,3225,2,1
xlsr300m,voicing,10,es_419,de_de,0.7338967565098219,0.006374311806718591,0.7132409912618499,0.006568392791128562,0.3723297491039427,0.0028340494572456814,0.5931932389218821,0.007184108488284124,4378,2,1
xlsr300m,nasal,10,en_us,de_de,0.8427878179384204,0.0033580308995686016,0.7254792861789228,0.004989381958518693,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,nasal,10,en_us,es_419,0.8520408163265306,0.003154896891496504,0.6973821573613381,0.005462051974916439,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,10,de_de,en_us,0.8951631302760666,0.003572070153425715,0.7659757537760373,0.006949744034746459,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,10,de_de,es_419,0.8803182289865099,0.0029358002959207477,0.7367430104198907,0.006073058646060601,0.47398107714701604,0.0007260363982629536,0.9010722933241093,0.0026249259239447633,11564,2,1
xlsr300m,nasal,10,es_419,en_us,0.8899155829340635,0.0031788357034190375,0.7571946929618038,0.006912971235831675,0.47119502925740486,0.0009290408051868059,0.8910563540953684,0.003323131987555008,8766,2,1
xlsr300m,nasal,10,es_419,de_de,0.8814424364123159,0.0030659395657941587,0.7415673567035341,0.006236815040126297,0.462565762849049,0.0010006616793049108,0.8606927710843374,0.0034636290408000363,11952,2,1
xlsr300m,manner,10,en_us,de_de,0.5999719770211573,0.006298187055057792,0.4777536067673793,0.007946500575328086,0.08885013623978202,0.0013079247988190337,0.2855541544066134,0.005404910523021583,7137,5,1
xlsr300m,manner,10,en_us,es_419,0.5509422399264593,0.006636265123122831,0.5201022122688329,0.015564625633499158,0.10087076076993584,0.0013520723123553098,0.33721464685153973,0.006049891341806822,6527,5,1
